# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 15 22:00:38 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_instrument,pl_pelink,st_age,st_ageerr1,st_ageerr2,st_agelim
Kepler-1277 b,1,40.83650120,0.00045860,-0.00045860,0,606.00,40.99,-34.03,0,5578.00,82.21,-68.73,0,0.94,0.04,-0.04,0,0.92,0.06,-0.05,0,,,,,1.600,0.290,-0.110,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1277_b/,5.010,3.560,-3.000,
Kepler-1278 b,1,3.23941344,0.00001696,-0.00001696,0,743.00,223.95,-88.31,0,6074.00,112.24,-128.32,0,1.11,0.11,-0.08,0,1.16,0.35,-0.13,0,,,,,1.010,0.310,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1278_b/,3.310,1.450,-1.520,
Kepler-1279 b,1,23.47741010,0.00024450,-0.00024450,0,1017.00,454.91,-153.53,0,6221.00,97.80,-110.44,0,1.21,0.19,-0.10,0,1.33,0.62,-0.19,0,,,,,1.750,0.880,-0.270,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1279_b/,2.820,0.804,-1.100,
Kepler-128 b,2,15.09000000,,,0,400.93,3.97,-3.97,0,,,,,1.09,0.08,-0.05,0,1.61,0.10,-0.07,0,,,,,1.430,0.090,-0.090,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-128_b/,,,,
Kepler-128 c,2,22.80400000,,,0,400.93,3.97,-3.97,0,,,,,1.09,0.08,-0.05,0,1.61,0.10,-0.07,0,,,,,1.340,0.080,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-128_c/,,,,
Kepler-1280 b,1,66.55790570,0.00077050,-0.00077050,0,1006.00,454.89,-161.67,0,6227.00,121.69,-156.51,0,1.20,0.18,-0.11,0,1.32,0.59,-0.20,0,,,,,1.870,0.830,-0.290,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1280_b/,2.820,1.020,-1.060,
Kepler-1281 b,1,3.11602791,0.00001300,-0.00001300,0,1090.00,80.37,-74.13,0,5353.00,86.50,-93.58,0,0.87,0.04,-0.05,0,0.83,0.06,-0.05,0,,,,,1.640,0.130,-0.140,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1281_b/,4.370,5.890,-2.670,
Kepler-1282 b,1,2.13194651,0.00000687,-0.00000687,0,1126.00,146.46,-77.10,0,5504.00,81.08,-78.70,0,0.92,0.04,-0.04,0,0.89,0.11,-0.06,0,,,,,1.550,0.210,-0.110,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1282_b/,4.570,6.120,-2.890,
Kepler-1283 b,1,12.94609780,0.00021850,-0.00021850,0,1452.00,589.71,-245.76,0,6175.00,183.18,-233.53,0,1.16,0.18,-0.11,0,1.25,0.51,-0.20,0,,,,,1.910,0.790,-0.310,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1283_b/,2.880,1.570,-1.120,
Kepler-1284 b,1,0.66407381,0.00000148,-0.00000148,0,852.00,50.63,-48.34,0,5123.00,62.80,-83.53,0,0.84,0.04,-0.04,0,0.79,0.05,-0.04,0,,,,,1.210,0.100,-0.070,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1284_b/,4.470,6.030,-2.680,
Kepler-1285 b,1,14.79674580,0.00011340,-0.00011340,0,364.00,35.76,-26.37,0,6170.00,67.21,-62.49,0,1.20,0.05,-0.04,0,1.28,0.12,-0.09,0,,,,,0.970,0.100,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1285_b/,2.750,0.868,-1.060,
Kepler-1286 b,1,11.25402929,0.00006812,-0.00006812,0,1150.00,236.63,-90.45,0,5753.00,74.56,-79.20,0,1.00,0.05,-0.05,0,0.98,0.20,-0.07,0,,,,,2.150,0.450,-0.180,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1286_b/,4.170,3.540,-2.460,
Kepler-1287 b,1,11.47685909,0.00006466,-0.00006466,0,1027.00,142.05,-83.16,0,5715.00,93.97,-83.95,0,0.96,0.05,-0.06,0,0.94,0.13,-0.07,0,,,,,1.540,0.220,-0.130,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1287_b/,4.070,3.920,-2.390,
Kepler-1288 b,1,2.76122421,0.00001477,-0.00001477,0,715.00,288.80,-99.54,0,6132.00,87.95,-135.79,0,1.20,0.16,-0.08,0,1.29,0.54,-0.17,0,,,,,1.120,0.470,-0.160,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1288_b/,2.880,1.020,-1.230,
Kepler-1289 b,1,7.99019627,0.00005083,-0.00005083,0,1059.00,348.88,-180.86,0,6080.00,245.65,-268.17,0,1.10,0.17,-0.10,0,1.17,0.37,-0.18,0,,,,,1.520,0.490,-0.240,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1289_b/,2.950,1.920,-1.240,
Kepler-129 b,2,15.79186000,0.00006800,-0.00006800,0,413.68,4.42,-4.42,0,5770.00,83.00,-83.00,0,,,,,1.64,0.05,-0.05,0,,,,,2.370,0.210,-0.210,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-129_b/,,,,
Kepler-129 c,2,82.20017000,0.00068000,-0.00068000,0,413.68,4.42,-4.42,0,5770.00,83.00,-83.00,0,,,,,1.64,0.05,-0.05,0,,,,,2.550,0.100,-0.100,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-129_c/,,,,
Kepler-1290 b,1,4.69500134,0.00004206,-0.00004206,0,1321.00,181.91,-106.70,0,5660.00,114.11,-108.37,0,0.95,0.05,-0.05,0,0.93,0.13,-0.07,0,,,,,1.420,0.210,-0.130,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1290_b/,4.070,4.400,-2.330,
Kepler-1291 b,1,8.63043276,0.00006731,-0.00006731,0,982.00,65.31,-62.48,0,5216.00,81.36,-108.14,0,0.84,0.04,-0.05,0,0.80,0.05,-0.05,0,,,,,1.660,0.100,-0.180,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1291_b/,4.900,6.220,-3.090,
Kepler-1292 b,1,3.27646405,0.00001548,-0.00001548,0,1406.00,219.64,-102.48,0,5556.00,63.00,-77.30,0,0.95,0.04,-0.04,0,0.93,0.14,-0.06,0,,,,,1.820,0.290,-0.140,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1292_b/,4.680,5.300,-2.960,
Kepler-1293 b,1,5.57654784,0.00004024,-0.00004024,0,770.00,330.20,-115.71,0,6241.00,114.93,-99.80,0,1.18,0.18,-0.10,0,1.28,0.55,-0.18,0,,,,,0.970,0.420,-0.150,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1293_b/,2.820,0.931,-1.100,
Kepler-1294 b,1,115.68622580,0.00084450,-0.00084450,0,1120.00,189.56,-110.33,0,5776.00,152.50,-137.20,0,0.99,0.07,-0.06,0,0.97,0.16,-0.09,0,,,,,3.190,0.540,-0.310,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1294_b/,3.980,3.150,-2.310,
Kepler-1295 b,1,3.81371974,0.00002278,-0.00002278,0,1257.00,142.81,-84.25,0,5486.00,70.55,-100.36,0,0.92,0.04,-0.04,0,0.89,0.10,-0.06,0,,,,,1.550,0.200,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1295_b/,4.680,5.720,-2.940,
Kepler-1296 b,1,8.38398650,0.00008648,-0.00008648,0,631.00,53.03,-41.84,0,5359.00,98.28,-120.32,0,0.87,0.04,-0.05,0,0.83,0.07,-0.05,0,,,,,0.910,0.090,-0.060,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1296_b/,4.170,6.040,-2.550,
Kepler-1297 b,1,1.68189002,0.00001032,-0.00001032,0,996.00,163.95,-94.27,0,5818.00,83.49,-92.17,0,0.99,0.06,-0.06,0,0.99,0.16,-0.09,0,,,,,0.970,0.160,-0.090,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1297_b/,4.170,3.100,-2.410,
Kepler-1298 b,1,7.12811928,0.00004863,-0.00004863,0,498.00,83.99,-84.79,0,6339.00,64.06,-65.86,0,1.45,0.12,-0.11,0,2.00,0.34,-0.35,0,,,,,1.310,0.230,-0.230,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1298_b/,2.570,0.350,-0.400,
Kepler-1299 b,1,19.94008740,0.00014570,-0.00014570,0,1352.00,196.30,-103.91,0,5609.00,92.88,-129.75,0,0.94,0.04,-0.06,0,0.91,0.13,-0.06,0,,,,,2.980,0.660,-0.420,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1299_b/,4.370,4.880,-2.660,
Kepler-130 b,3,8.45745800,0.00003900,-0.00003900,0,319.57,2.36,-2.36,0,5884.00,75.00,-75.00,0,,,,,1.13,0.03,-0.03,0,,,,,1.020,0.040,-0.040,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-130_b/,,,,
Kepler-130 c,3,27.50868000,0.00006000,-0.00007000,0,319.57,2.36,-2.36,0,5884.00,75.00,-75.00,0,,,,,1.13,0.03,-0.03,0,683,29,-29,0,2.900,0.250,-0.250,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-130_c/,,,,
Kepler-130 d,3,87.51790500,0.00074400,-0.00074400,0,319.57,2.36,-2.36,0,5884.00,75.00,-75.00,0,,,,,1.13,0.03,-0.03,0,,,,,1.640,0.160,-0.160,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-130_d/,,,,
Kepler-1300 b,1,22.24190920,0.00024540,-0.00024540,0,757.00,163.10,-171.32,0,6130.00,87.31,-108.91,0,1.29,0.16,-0.15,0,1.79,0.38,-0.41,0,,,,,1.370,0.300,-0.310,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1300_b/,3.550,1.480,-0.781,
Kepler-1301 b,1,9.08237046,0.00004331,-0.00004331,0,816.00,50.86,-42.30,0,5188.00,55.60,-60.07,0,0.85,0.04,-0.04,0,0.81,0.05,-0.04,0,,,,,1.400,0.130,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1301_b/,4.900,6.170,-3.050,
Kepler-1302 b,1,8.83922659,0.00005866,-0.00005866,0,727.00,53.32,-39.87,0,5236.00,58.55,-77.09,0,0.86,0.04,-0.04,0,0.82,0.06,-0.04,0,,,,,1.430,0.150,-0.090,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1302_b/,4.680,6.700,-2.900,
Kepler-1303 b,1,7.56127224,0.00004120,-0.00004120,0,905.00,211.91,-86.28,0,5771.00,85.68,-110.62,0,1.01,0.05,-0.05,0,1.00,0.24,-0.09,0,,,,,1.420,0.350,-0.140,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1303_b/,4.470,3.420,-2.660,
Kepler-1304 b,1,16.12888530,0.00011910,-0.00011910,0,682.00,49.28,-44.95,0,5259.00,97.24,-121.88,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,,,,,2.290,0.190,-0.530,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1304_b/,4.680,5.940,-2.920,
Kepler-1305 b,1,13.56309720,0.00013850,-0.00013850,0,1343.00,235.66,-139.15,0,5701.00,138.16,-175.79,0,0.97,0.06,-0.06,0,0.96,0.17,-0.09,0,,,,,1.880,0.350,-0.190,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1305_b/,4.370,3.860,-2.610,
Kepler-1306 b,1,16.29595382,0.00007404,-0.00007404,0,1130.00,260.75,-108.74,0,5727.00,140.59,-132.91,0,0.98,0.07,-0.06,0,0.97,0.22,-0.09,0,,,,,1.910,0.450,-0.180,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1306_b/,4.570,3.900,-2.800,
Kepler-1307 b,1,18.01621096,0.00009522,-0.00009522,0,1396.00,366.01,-147.88,0,5884.00,77.63,-103.16,0,1.06,0.07,-0.06,0,1.08,0.29,-0.11,0,,,,,2.470,0.660,-0.270,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1307_b/,4.070,2.320,-2.290,
Kepler-1308 b,1,2.10433812,0.00000424,-0.00000424,0,73.00,7.38,-7.51,0,3468.00,33.65,-30.71,0,0.35,0.04,-0.04,0,0.34,0.03,-0.03,0,,,,,0.520,0.060,-0.050,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1308_b/,3.720,5.970,-2.130,
Kepler-1309 b,1,28.84326470,0.00026520,-0.00026520,0,845.00,62.94,-61.48,0,5235.00,99.72,-154.88,0,0.85,0.05,-0.05,0,0.80,0.06,-0.05,0,,,,,2.370,0.200,-0.200,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1309_b/,4.270,6.160,-2.600,
Kepler-131 b,2,16.09200000,,,0,230.19,1.43,-1.43,0,5685.00,74.00,-74.00,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,,,,,2.410,0.200,-0.200,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-131_b/,3.660,,,
Kepler-131 c,2,25.51690000,,,0,230.19,1.43,-1.43,0,5685.00,74.00,-74.00,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,,,,,0.840,0.070,-0.070,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-131_c/,3.660,,,
Kepler-1310 b,1,0.67933627,0.00000072,-0.00000072,0,583.00,62.38,-50.12,0,5549.00,136.60,-124.53,0,0.91,0.05,-0.06,0,0.88,0.10,-0.07,0,,,,,1.440,0.160,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1310_b/,4.170,5.360,-2.490,
Kepler-1311 b,2,11.17269940,0.00013870,-0.00013870,0,705.00,150.27,-148.60,0,5748.00,87.26,-72.30,0,1.05,0.08,-0.06,0,1.40,0.30,-0.30,0,,,,,1.240,0.250,-0.260,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1311_b/,7.590,1.700,-2.060,
Kepler-1311 c,2,2.53573424,0.00001018,-0.00001018,0,705.00,150.27,-148.60,0,5748.00,87.26,-72.30,0,1.05,0.08,-0.06,0,1.40,0.30,-0.30,0,,,,,1.220,0.280,-0.240,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1311_c/,7.590,1.700,-2.060,
Kepler-1312 b,1,5.44832529,0.00000735,-0.00000735,0,305.00,10.04,-10.16,0,5719.00,71.88,-58.57,0,0.99,0.03,-0.03,0,0.92,0.03,-0.03,0,,,,,2.100,0.080,-0.070,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1312_b/,2.000,1.190,-0.624,
Kepler-1313 b,1,3.83309118,0.00000534,-0.00000534,0,187.00,6.24,-6.55,0,5453.00,82.15,-76.05,0,0.92,0.03,-0.03,0,0.85,0.03,-0.03,0,,,,,1.760,0.060,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1313_b/,2.690,2.040,-1.170,
Kepler-1314 b,1,5.42474928,0.00000397,-0.00000397,0,462.00,22.44,-26.25,0,4188.00,92.28,-113.71,0,0.60,0.02,-0.02,0,0.59,0.02,-0.02,0,,,,,5.110,0.190,-0.190,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1314_b/,6.030,5.910,-3.530,
Kepler-1315 b,1,0.84338011,0.00000082,-0.00000082,0,505.00,23.50,-25.43,0,4861.00,81.92,-112.47,0,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,,,,,1.380,0.080,-0.060,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1315_b/,3.470,5.950,-1.840,
Kepler-1316 b,1,87.97321360,0.00052310,-0.00052310,0,753.00,115.83,-80.78,0,5884.00,97.80,-96.34,0,1.04,0.05,-0.05,0,1.12,0.17,-0.12,0,,,,,3.540,0.550,-0.380,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1316_b/,5.130,1.900,-2.650,
Kepler-1317 b,1,0.56887443,0.00000060,-0.00000060,0,734.00,39.07,-38.63,0,5144.00,84.20,-69.20,0,0.83,0.04,-0.04,0,0.79,0.04,-0.04,0,,,,,1.560,0.090,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1317_b/,4.790,5.830,-2.760,
Kepler-1318 b,1,213.25766300,0.00105100,-0.00105100,0,475.00,20.13,-23.51,0,4598.00,63.77,-51.73,0,0.73,0.03,-0.04,0,0.70,0.02,-0.03,0,,,,,3.110,0.170,-0.150,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1318_b/,4.570,5.850,-2.610,
Kepler-1319 b,1,2.88676265,0.00000337,-0.00000337,0,114.00,6.13,-6.26,0,3655.00,45.46,-50.09,0,0.56,0.01,-0.02,0,0.54,0.02,-0.02,0,,,,,1.340,0.720,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1319_a_b/,5.370,6.240,-3.540,
Kepler-132 b,4,6.17819600,0.00002200,-0.00002200,0,303.00,41.70,-28.90,0,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.210,0.240,-0.240,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-132_b/,,,,
Kepler-132 c,4,6.41491400,0.00001900,-0.00001900,0,303.00,41.70,-28.90,0,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.280,0.250,-0.250,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-132_c/,,,,
Kepler-132 d,4,18.01019900,0.00006700,-0.00006700,0,303.00,41.70,-28.90,0,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.550,0.300,-0.300,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-132_d/,,,,
Kepler-132 e,4,110.28693740,0.00087800,-0.00087800,0,303.00,41.70,-28.90,0,6003.00,146.00,-146.00,0,,,,,1.18,0.23,-0.23,0,,,,,1.180,0.160,-0.120,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-132_e/,,,,
Kepler-1320 b,1,0.86838653,0.00000116,-0.00000116,0,771.00,32.72,-30.73,0,4817.00,51.95,-67.43,0,0.80,0.03,-0.04,0,0.74,0.03,-0.03,0,,,,,1.700,0.070,-0.110,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1320_b/,3.160,6.570,-1.640,
Kepler-1321 b,2,11.12830484,0.00002043,-0.00002043,0,547.00,94.33,-53.71,0,4094.00,91.20,-86.13,0,0.54,0.07,-0.04,0,0.53,0.06,-0.04,0,,,,,4.920,0.600,-0.610,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1321_b/,4.170,5.690,-2.490,
Kepler-1321 c,2,2.22649109,0.00000524,-0.00000524,0,547.00,94.33,-53.71,0,4094.00,91.20,-86.13,0,0.54,0.07,-0.04,0,0.53,0.06,-0.04,0,,,,,2.400,0.300,-0.180,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1321_c/,4.170,5.690,-2.490,
Kepler-1322 b,1,0.96286738,0.00000204,-0.00000204,0,1217.00,151.54,-99.32,0,5488.00,151.55,-103.39,0,0.90,0.05,-0.06,0,0.87,0.11,-0.07,0,,,,,1.610,0.200,-0.130,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1322_b/,4.470,5.790,-2.800,
Kepler-1323 b,1,0.92990668,0.00000075,-0.00000075,0,530.00,114.09,-81.27,0,6169.00,74.24,-59.83,0,1.18,0.11,-0.06,0,1.40,0.30,-0.21,0,,,,,1.520,0.330,-0.240,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1323_b/,3.550,0.840,-0.960,
Kepler-1324 b,1,4.11584468,0.00000855,-0.00000855,0,522.00,21.01,-24.16,0,4776.00,54.15,-70.56,0,0.78,0.03,-0.04,0,0.73,0.02,-0.03,0,,,,,1.510,0.080,-0.090,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1324_b/,2.880,6.070,-1.370,
Kepler-1325 b,1,33.87868380,0.00023340,-0.00023340,0,955.00,136.72,-71.35,0,5550.00,82.37,-93.24,0,0.93,0.04,-0.05,0,0.91,0.13,-0.06,0,,,,,2.860,0.400,-0.470,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1325_b/,4.790,5.610,-2.990,
Kepler-1326 b,1,42.35142670,0.00013720,-0.00013720,0,910.00,320.92,-167.63,0,6725.00,280.90,-196.41,0,1.45,0.21,-0.16,0,1.74,0.63,-0.32,0,,,,,4.180,1.510,-0.760,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1326_b/,1.700,0.530,-0.392,
Kepler-1327 b,1,14.88801098,0.00008768,-0.00008768,0,688.00,164.10,-76.08,0,5885.00,115.84,-121.67,0,1.02,0.07,-0.07,0,1.03,0.25,-0.11,0,,,,,1.800,0.580,-0.200,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1327_b/,4.070,2.810,-2.270,
Kepler-1328 b,1,4.52158888,0.00002184,-0.00002184,0,630.00,129.61,-60.03,0,5780.00,91.61,-90.02,0,1.00,0.06,-0.06,0,0.99,0.20,-0.09,0,,,,,0.980,0.200,-0.090,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1328_b/,4.570,3.120,-2.700,
Kepler-1329 b,1,9.33646594,0.00003106,-0.00003106,0,624.00,20.04,-24.24,0,4500.00,38.73,-38.83,0,0.72,0.02,-0.02,0,0.69,0.02,-0.02,0,,,,,2.170,0.060,-0.160,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1329_b/,5.620,5.370,-3.160,
Kepler-133 b,2,8.12997600,0.00003800,-0.00003800,0,665.37,19.72,-19.72,0,5736.00,100.00,-100.00,0,,,,,1.43,0.24,-0.24,0,,,,,1.760,0.300,-0.300,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-133_b/,,,,
Kepler-133 c,2,31.51758600,0.00015800,-0.00015800,0,665.37,19.72,-19.72,0,5736.00,100.00,-100.00,0,,,,,1.43,0.24,-0.24,0,,,,,2.840,0.480,-0.480,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-133_c/,,,,
Kepler-1330 b,1,10.10769068,0.00004951,-0.00004951,0,939.00,222.22,-75.42,0,5608.00,83.00,-112.79,0,0.97,0.05,-0.05,0,0.94,0.23,-0.07,0,,,,,1.650,0.400,-0.130,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1330_b/,4.900,4.900,-3.150,
Kepler-1331 b,1,0.78916165,0.00000121,-0.00000121,0,365.00,31.79,-30.43,0,4508.00,243.21,-204.59,0,0.72,0.05,-0.05,0,0.69,0.05,-0.04,0,,,,,1.050,0.090,-0.080,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1331_b/,4.170,5.560,-2.410,
Kepler-1332 b,1,11.87456832,0.00003749,-0.00003749,0,515.00,22.51,-21.12,0,5581.00,83.36,-69.91,0,0.95,0.03,-0.04,0,0.90,0.04,-0.03,0,,,,,1.370,0.090,-0.050,0,0.95 m Kepler Telescope,Kepler CCD Array,http://exoplanet.eu/catalog/kepler-1332_b/,3.240,2.430,-1.580,
